Dendrometer,Timestamp,Radius,max,twd,gro_yr,frost,flags,version
ET5a,2022-08-23T14:15:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T14:30:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T14:45:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T15:00:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T15:15:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T15:30:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T15:45:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T16:00:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T16:15:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T16:30:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T16:45:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T17:00:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T17:15:00Z,3692.982397163987,3692.982397163987,0,0,FALSE,NA,0.1.4
ET5a,2022-08-23T17:30:00Z,3692.710714504003,3692.982397163987,0.27168265998398056,0,FALSE,NA,0.1.4
ET5a,2022-08-23T17:45:00Z,3692.439031844019,3692.982397163987,0.5433653199679611,0,FALSE,NA,0.1.4
ET5a,2022-08-23T18:00:00Z,3692.439031844019,3692.982397163987,0.5433653199679611,0,FALSE,NA,0.1.4
ET5a,2022-08-23T18:15:00Z,3692.167349184035,3692.982397163987,0.8150479799519417,0,FALSE,NA,0.1.4
ET5a,2022-08-23T18:30:00Z,3691.895666524051,3692.982397163987,1.0867306399359222,0,FALSE,NA,0.1.4
ET5a,2022-08-23T18:45:00Z,3692.167349184035,3692.982397163987,0.8150479799519417,0,FALSE,NA,0.1.4
ET5a,2022-08-23T19:00:00Z,3692.167349184035,3692.982397163987,0.8150479799519417,0,FALSE,NA,0.1.4
ET5a,2022-08-23T19:15:00Z,3692.167349184035,3692.982397163987,0.8150479799519417,0,FALSE,NA,0.1.4
