Dendrometer,Timestamp,Radius,max,twd,gro_yr,frost,flags,version
ET8a,2022-07-23T16:15:00Z,2931.4559012285313,2931.4559012285313,0,0,FALSE,NA,0.1.4
ET8a,2022-07-23T16:30:00Z,2926.565613348818,2931.4559012285313,4.890287879713469,0,FALSE,NA,0.1.4
ET8a,2022-07-23T16:45:00Z,2913.7965283295644,2931.4559012285313,17.65937289896692,0,FALSE,NA,0.1.4
ET8a,2022-07-23T17:00:00Z,2907.819509809914,2931.4559012285313,23.636391418617222,0,FALSE,NA,0.1.4
ET8a,2022-07-23T17:15:00Z,2891.2468675508835,2931.4559012285313,40.20903367764777,0,FALSE,NA,0.1.4
ET8a,2022-07-23T17:30:00Z,2882.553022431392,2931.4559012285313,48.90287879713924,0,FALSE,NA,0.1.4
ET8a,2022-07-23T17:45:00Z,2880.9229264714872,2931.4559012285313,50.53297475704403,0,FALSE,NA,0.1.4
ET8a,2022-07-23T18:00:00Z,2874.945907951837,2931.4559012285313,56.50999327669433,0,FALSE,NA,0.1.4
ET8a,2022-07-23T18:15:00Z,2872.50076401198,2931.4559012285313,58.955137216551066,0,FALSE,NA,0.1.4
ET8a,2022-07-23T18:30:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-23T18:45:00Z,2868.968889432186,2931.4559012285313,62.48701179634509,0,FALSE,NA,0.1.4
ET8a,2022-07-23T19:00:00Z,2868.968889432186,2931.4559012285313,62.48701179634509,0,FALSE,NA,0.1.4
ET8a,2022-07-23T19:15:00Z,2868.968889432186,2931.4559012285313,62.48701179634509,0,FALSE,NA,0.1.4
ET8a,2022-07-23T19:30:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T19:45:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T20:00:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T20:15:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T20:30:00Z,2868.697206772202,2931.4559012285313,62.75869445632907,0,FALSE,NA,0.1.4
ET8a,2022-07-23T20:45:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T21:00:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T21:15:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T21:30:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T21:45:00Z,2868.697206772202,2931.4559012285313,62.75869445632907,0,FALSE,NA,0.1.4
ET8a,2022-07-23T22:00:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T22:15:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T22:30:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T22:45:00Z,2868.697206772202,2931.4559012285313,62.75869445632907,0,FALSE,NA,0.1.4
ET8a,2022-07-23T23:00:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-23T23:15:00Z,2868.697206772202,2931.4559012285313,62.75869445632907,0,FALSE,NA,0.1.4
ET8a,2022-07-23T23:30:00Z,2868.1538414522342,2931.4559012285313,63.30205977629703,0,FALSE,NA,0.1.4
ET8a,2022-07-23T23:45:00Z,2868.1538414522342,2931.4559012285313,63.30205977629703,0,FALSE,NA,0.1.4
ET8a,2022-07-24T00:00:00Z,2868.289682782226,2931.4559012285313,63.166218446305265,0,FALSE,NA,0.1.4
ET8a,2022-07-24T00:15:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-24T00:30:00Z,2868.4255241122182,2931.4559012285313,63.03037711631305,0,FALSE,NA,0.1.4
ET8a,2022-07-24T00:45:00Z,2868.697206772202,2931.4559012285313,62.75869445632907,0,FALSE,NA,0.1.4
ET8a,2022-07-24T01:00:00Z,2868.697206772202,2931.4559012285313,62.75869445632907,0,FALSE,NA,0.1.4
ET8a,2022-07-24T01:15:00Z,2868.968889432186,2931.4559012285313,62.48701179634509,0,FALSE,NA,0.1.4
ET8a,2022-07-24T01:30:00Z,2869.2405720921706,2931.4559012285313,62.21532913636065,0,FALSE,NA,0.1.4
ET8a,2022-07-24T01:45:00Z,2869.2405720921706,2931.4559012285313,62.21532913636065,0,FALSE,NA,0.1.4
ET8a,2022-07-24T02:00:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T02:15:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T02:30:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T02:45:00Z,2869.7839374121386,2931.4559012285313,61.67196381639269,0,FALSE,NA,0.1.4
ET8a,2022-07-24T03:00:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T03:15:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T03:30:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T03:45:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T04:00:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T04:15:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T04:30:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T04:45:00Z,2869.7839374121386,2931.4559012285313,61.67196381639269,0,FALSE,NA,0.1.4
ET8a,2022-07-24T05:00:00Z,2869.7839374121386,2931.4559012285313,61.67196381639269,0,FALSE,NA,0.1.4
ET8a,2022-07-24T05:15:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T05:30:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
ET8a,2022-07-24T05:45:00Z,2869.7839374121386,2931.4559012285313,61.67196381639269,0,FALSE,NA,0.1.4
ET8a,2022-07-24T06:00:00Z,2869.7839374121386,2931.4559012285313,61.67196381639269,0,FALSE,NA,0.1.4
ET8a,2022-07-24T06:15:00Z,2869.7839374121386,2931.4559012285313,61.67196381639269,0,FALSE,NA,0.1.4
ET8a,2022-07-24T06:30:00Z,2869.7839374121386,2931.4559012285313,61.67196381639269,0,FALSE,NA,0.1.4
ET8a,2022-07-24T06:45:00Z,2869.7839374121386,2931.4559012285313,61.67196381639269,0,FALSE,NA,0.1.4
ET8a,2022-07-24T07:00:00Z,2869.5122547521546,2931.4559012285313,61.94364647637667,0,FALSE,NA,0.1.4
