Dendrometer,Timestamp,Radius,max,twd,gro_yr,frost,flags,version
TV4a,2022-09-28T16:15:00Z,3855.720310494469,3855.720310494469,0,0,FALSE,NA,0.1.4
TV4a,2022-09-28T16:30:00Z,3846.754782714994,3855.720310494469,8.965527779474996,0,FALSE,NA,0.1.4
TV4a,2022-09-28T16:45:00Z,3842.6795428152313,3855.720310494469,13.040767679237433,0,FALSE,NA,0.1.4
TV4a,2022-09-28T17:00:00Z,3839.1476682354382,3855.720310494469,16.572642259030545,0,FALSE,NA,0.1.4
TV4a,2022-09-28T17:15:00Z,3832.083919075851,3855.720310494469,23.636391418617677,0,FALSE,NA,0.1.4
TV4a,2022-09-28T17:30:00Z,3832.083919075851,3855.720310494469,23.636391418617677,0,FALSE,jump1,0.1.4
TV4a,2022-09-28T17:45:00Z,3823.9334392763276,3855.720310494469,31.786871218141187,0,FALSE,NA,0.1.4
TV4a,2022-09-28T18:00:00Z,3815.2395941568366,3855.720310494469,40.4807163376322,0,FALSE,NA,0.1.4
TV4a,2022-09-28T18:15:00Z,3808.4475276572343,3855.720310494469,47.272782837234445,0,FALSE,NA,0.1.4
TV4a,2022-09-28T18:30:00Z,3801.927143817615,3855.720310494469,53.793166676853616,0,FALSE,NA,0.1.4
TV4a,2022-09-28T18:45:00Z,3796.4934906179333,3855.720310494469,59.2268198765355,0,FALSE,NA,0.1.4
TV4a,2022-09-28T19:00:00Z,3791.059837418251,3855.720310494469,64.66047307621784,0,FALSE,NA,0.1.4
TV4a,2022-09-28T19:15:00Z,3785.0828188986006,3855.720310494469,70.63749159586814,0,FALSE,NA,0.1.4
TV4a,2022-09-28T19:30:00Z,3783.452722938696,3855.720310494469,72.26758755577293,0,FALSE,NA,0.1.4
TV4a,2022-09-28T19:45:00Z,3781.007578998839,3855.720310494469,74.71273149562967,0,FALSE,NA,0.1.4
TV4a,2022-09-28T20:00:00Z,3780.464213678871,3855.720310494469,75.25609681559763,0,FALSE,NA,0.1.4
TV4a,2022-09-28T20:15:00Z,3780.192531018887,3855.720310494469,75.52777947558161,0,FALSE,NA,0.1.4
TV4a,2022-09-28T20:30:00Z,3780.192531018887,3855.720310494469,75.52777947558161,0,FALSE,NA,0.1.4
TV4a,2022-09-28T20:45:00Z,3780.192531018887,3855.720310494469,75.52777947558161,0,FALSE,NA,0.1.4
TV4a,2022-09-28T21:00:00Z,3780.192531018887,3855.720310494469,75.52777947558161,0,FALSE,NA,0.1.4
TV4a,2022-09-28T21:15:00Z,3780.192531018887,3855.720310494469,75.52777947558161,0,FALSE,NA,0.1.4
TV4a,2022-09-28T21:30:00Z,3780.464213678871,3855.720310494469,75.25609681559763,0,FALSE,NA,0.1.4
TV4a,2022-09-28T21:45:00Z,3780.464213678871,3855.720310494469,75.25609681559763,0,FALSE,NA,0.1.4
TV4a,2022-09-28T22:00:00Z,3780.735896338855,3855.720310494469,74.98441415561365,0,FALSE,NA,0.1.4
TV4a,2022-09-28T22:15:00Z,3781.007578998839,3855.720310494469,74.71273149562967,0,FALSE,NA,0.1.4
TV4a,2022-09-28T22:30:00Z,3781.279261658823,3855.720310494469,74.44104883564569,0,FALSE,NA,0.1.4
TV4a,2022-09-28T22:45:00Z,3782.0943096387755,3855.720310494469,73.62600085569329,0,FALSE,NA,0.1.4
TV4a,2022-09-28T23:00:00Z,3783.181040278712,3855.720310494469,72.53927021575691,0,FALSE,NA,0.1.4
TV4a,2022-09-28T23:15:00Z,3784.539453578632,3855.720310494469,71.18085691583656,0,FALSE,NA,0.1.4
TV4a,2022-09-28T23:30:00Z,3785.8978668785526,3855.720310494469,69.8224436159162,0,FALSE,NA,0.1.4
TV4a,2022-09-28T23:45:00Z,3787.2562801784734,3855.720310494469,68.46403031599539,0,FALSE,NA,0.1.4
TV4a,2022-09-29T00:00:00Z,3788.750534808386,3855.720310494469,66.96977568608281,0,FALSE,NA,0.1.4
TV4a,2022-09-29T00:15:00Z,3790.2447894382985,3855.720310494469,65.47552105617024,0,FALSE,NA,0.1.4
TV4a,2022-09-29T00:30:00Z,3791.331520078235,3855.720310494469,64.38879041623386,0,FALSE,NA,0.1.4
TV4a,2022-09-29T00:45:00Z,3792.4182507181713,3855.720310494469,63.30205977629748,0,FALSE,NA,0.1.4
TV4a,2022-09-29T01:00:00Z,3793.5049813581077,3855.720310494469,62.215329136361106,0,FALSE,NA,0.1.4
TV4a,2022-09-29T01:15:00Z,3795.6784426379804,3855.720310494469,60.04186785648835,0,FALSE,NA,0.1.4
TV4a,2022-09-29T01:30:00Z,3797.0368559379012,3855.720310494469,58.68345455656754,0,FALSE,NA,0.1.4
TV4a,2022-09-29T01:45:00Z,3798.1235865778376,3855.720310494469,57.59672391663116,0,FALSE,NA,0.1.4
TV4a,2022-09-29T02:00:00Z,3798.666951897806,3855.720310494469,57.05335859666275,0,FALSE,NA,0.1.4
TV4a,2022-09-29T02:15:00Z,3799.7536825377424,3855.720310494469,55.96662795672637,0,FALSE,NA,0.1.4
TV4a,2022-09-29T02:30:00Z,3800.568730517695,3855.720310494469,55.151579976773974,0,FALSE,NA,0.1.4
TV4a,2022-09-29T02:45:00Z,3801.112095837663,3855.720310494469,54.60821465680556,0,FALSE,NA,0.1.4
TV4a,2022-09-29T03:00:00Z,3801.927143817615,3855.720310494469,53.793166676853616,0,FALSE,NA,0.1.4
TV4a,2022-09-29T03:15:00Z,3802.7421917975676,3855.720310494469,52.97811869690122,0,FALSE,NA,0.1.4
TV4a,2022-09-29T03:30:00Z,3803.55723977752,3855.720310494469,52.16307071694882,0,FALSE,NA,0.1.4
TV4a,2022-09-29T03:45:00Z,3804.100605097488,3855.720310494469,51.61970539698086,0,FALSE,NA,0.1.4
TV4a,2022-09-29T04:00:00Z,3804.9156530774403,3855.720310494469,50.804657417028466,0,FALSE,NA,0.1.4
TV4a,2022-09-29T04:15:00Z,3805.4590183974087,3855.720310494469,50.26129209706005,0,FALSE,NA,0.1.4
TV4a,2022-09-29T04:30:00Z,3806.0023837173767,3855.720310494469,49.71792677709209,0,FALSE,NA,0.1.4
