Dendrometer,Timestamp,Radius.OG,Radius,jumpStart
ET5b,2023-02-02T00:15:00Z,4267.5912230303775,4267.5912230303775,NA
ET5b,2023-02-02T00:30:00Z,4267.5912230303775,4267.5912230303775,NA
ET5b,2023-02-02T00:45:00Z,4267.5912230303775,4267.5912230303775,NA
ET5b,2023-02-02T01:00:00Z,4267.5912230303775,4267.5912230303775,NA
ET5b,2023-02-02T01:15:00Z,4267.5912230303775,4267.5912230303775,NA
ET5b,2023-02-02T01:30:00Z,4268.134588350345,4268.134588350345,NA
ET5b,2023-02-02T01:45:00Z,4269.221318990282,4269.221318990282,NA
ET5b,2023-02-02T02:00:00Z,4271.394780270155,4271.394780270155,NA
ET5b,2023-02-02T02:15:00Z,4273.02487623006,4273.02487623006,NA
ET5b,2023-02-02T02:30:00Z,4274.654972189965,4274.654972189965,NA
ET5b,2023-02-02T02:45:00Z,4276.556750809853,4276.556750809853,NA
ET5b,2023-02-02T03:00:00Z,4277.915164109773,4277.915164109773,NA
ET5b,2023-02-02T03:15:00Z,4278.730212089726,4278.730212089726,NA
ET5b,2023-02-02T03:30:00Z,4279.545260069678,4279.545260069678,NA
ET5b,2023-02-02T03:45:00Z,4281.718721349551,4281.718721349551,NA
ET5b,2023-02-02T04:00:00Z,4282.805451989488,4282.805451989488,NA
ET5b,2023-02-02T04:15:00Z,4284.163865289408,4284.163865289408,NA
ET5b,2023-02-02T04:30:00Z,4285.522278589328,4285.522278589328,NA
ET5b,2023-02-02T04:45:00Z,4286.337326569281,4286.337326569281,NA
ET5b,2023-02-02T05:00:00Z,4287.424057209218,4287.424057209218,NA
ET5b,2023-02-02T05:15:00Z,4289.869201149074,4289.869201149074,NA
ET5b,2023-02-02T05:30:00Z,4290.140883809058,4290.140883809058,NA
ET5b,2023-02-02T05:45:00Z,4290.684249129026,4290.684249129026,NA
ET5b,2023-02-02T06:00:00Z,4291.227614448995,4291.227614448995,NA
ET5b,2023-02-02T06:15:00Z,4292.314345088931,4292.314345088931,NA
ET5b,2023-02-02T06:30:00Z,4292.857710408899,4292.857710408899,NA
ET5b,2023-02-02T06:45:00Z,4293.672758388851,4293.672758388851,NA
ET5b,2023-02-02T07:00:00Z,4294.21612370882,4294.21612370882,NA
ET5b,2023-02-02T07:15:00Z,4294.759489028788,4294.759489028788,NA
ET5b,2023-02-02T07:30:00Z,4295.302854348756,4295.302854348756,NA
ET5b,2023-02-02T07:45:00Z,4295.846219668724,4295.846219668724,NA
ET5b,2023-02-02T08:00:00Z,4296.389584988693,4296.389584988693,NA
ET5b,2023-02-02T08:15:00Z,4298.019680948598,4298.019680948598,NA
ET5b,2023-02-02T08:30:00Z,4298.019680948598,4298.019680948598,NA
ET5b,2023-02-02T08:45:00Z,4298.291363608581,4298.291363608581,NA
ET5b,2023-02-02T09:00:00Z,4299.106411588534,4299.106411588534,NA
ET5b,2023-02-02T09:15:00Z,4299.378094248518,4299.378094248518,NA
ET5b,2023-02-02T09:30:00Z,4300.193142228471,4300.193142228471,NA
ET5b,2023-02-02T09:45:00Z,4300.736507548439,4300.736507548439,NA
ET5b,2023-02-02T10:00:00Z,4301.2798728684065,4301.2798728684065,NA
ET5b,2023-02-02T10:15:00Z,4301.551555528391,4301.551555528391,NA
ET5b,2023-02-02T10:30:00Z,4302.366603508343,4302.366603508343,NA
ET5b,2023-02-02T10:45:00Z,4303.181651488296,4303.181651488296,NA
ET5b,2023-02-02T11:00:00Z,4303.453334148279,4303.453334148279,NA
ET5b,2023-02-02T11:15:00Z,4303.453334148279,4303.453334148279,NA
ET5b,2023-02-02T11:30:00Z,4303.996699468248,4303.996699468248,NA
ET5b,2023-02-02T11:45:00Z,4304.811747448201,4304.811747448201,NA
ET5b,2023-02-02T12:00:00Z,4305.3551127681685,4305.3551127681685,NA
ET5b,2023-02-02T12:15:00Z,4305.8984780881365,4305.8984780881365,NA
ET5b,2023-02-02T12:30:00Z,4306.985208728073,4306.985208728073,NA
ET5b,2023-02-02T12:45:00Z,4307.528574048041,4307.528574048041,NA
ET5b,2023-02-02T13:00:00Z,4307.528574048041,4307.528574048041,NA
ET5b,2023-02-02T13:15:00Z,4308.071939368009,4308.071939368009,NA
ET5b,2023-02-02T13:30:00Z,4308.071939368009,4308.071939368009,NA
ET5b,2023-02-02T13:45:00Z,4308.886987347962,4308.886987347962,NA
ET5b,2023-02-02T14:00:00Z,4309.702035327914,4309.702035327914,NA
ET5b,2023-02-02T14:15:00Z,4310.245400647882,4310.245400647882,NA
ET5b,2023-02-02T14:30:00Z,4311.332131287819,4311.332131287819,NA
ET5b,2023-02-02T14:45:00Z,4311.060448627834,4311.060448627834,NA
ET5b,2023-02-02T15:00:00Z,4311.060448627834,4311.060448627834,NA
ET5b,2023-02-02T15:15:00Z,4311.603813947803,4311.603813947803,NA
ET5b,2023-02-02T15:30:00Z,4312.418861927756,4312.418861927756,NA
ET5b,2023-02-02T15:45:00Z,4312.147179267771,4312.147179267771,NA
ET5b,2023-02-02T16:00:00Z,4312.962227247724,4312.962227247724,NA
ET5b,2023-02-02T16:15:00Z,4312.962227247724,4312.962227247724,NA
ET5b,2023-02-02T16:30:00Z,4312.962227247724,4312.962227247724,NA
ET5b,2023-02-02T16:45:00Z,4312.690544587739,4312.690544587739,NA
ET5b,2023-02-02T17:00:00Z,4312.962227247724,4312.962227247724,NA
ET5b,2023-02-02T17:15:00Z,4313.233909907708,4313.233909907708,NA
ET5b,2023-02-02T17:30:00Z,4313.233909907708,4313.233909907708,NA
ET5b,2023-02-02T17:45:00Z,4314.0489578876595,4314.0489578876595,NA
ET5b,2023-02-02T18:00:00Z,4313.777275227676,4313.777275227676,NA
ET5b,2023-02-02T18:15:00Z,4314.592323207628,4314.592323207628,NA
ET5b,2023-02-02T18:30:00Z,4314.320640547644,4314.320640547644,NA
ET5b,2023-02-02T18:45:00Z,4314.0489578876595,4314.0489578876595,NA
ET5b,2023-02-02T19:00:00Z,4314.0489578876595,4314.0489578876595,NA
ET5b,2023-02-02T19:15:00Z,4313.777275227676,4313.777275227676,NA
ET5b,2023-02-02T19:30:00Z,4313.777275227676,4313.777275227676,NA
ET5b,2023-02-02T19:45:00Z,4314.0489578876595,4314.0489578876595,NA
ET5b,2023-02-02T20:00:00Z,4314.320640547644,4314.320640547644,NA
ET5b,2023-02-02T20:15:00Z,4313.777275227676,4313.777275227676,NA
ET5b,2023-02-02T20:30:00Z,4312.690544587739,4312.690544587739,NA
ET5b,2023-02-02T20:45:00Z,4312.418861927756,4312.418861927756,NA
ET5b,2023-02-02T21:00:00Z,4312.147179267771,4312.147179267771,NA
ET5b,2023-02-02T21:15:00Z,4311.603813947803,4311.603813947803,NA
ET5b,2023-02-02T21:30:00Z,4311.060448627834,4311.060448627834,NA
ET5b,2023-02-02T21:45:00Z,4308.071939368009,4308.071939368009,NA
ET5b,2023-02-02T22:00:00Z,4307.256891388057,4307.256891388057,NA
ET5b,2023-02-02T22:15:00Z,4306.170160748121,4306.170160748121,NA
ET5b,2023-02-02T22:30:00Z,4304.540064788216,4304.540064788216,NA
ET5b,2023-02-02T22:45:00Z,4303.725016808264,4303.725016808264,NA
ET5b,2023-02-02T23:00:00Z,4302.366603508343,4302.366603508343,NA
ET5b,2023-02-02T23:15:00Z,4300.193142228471,4300.193142228471,NA
ET5b,2023-02-02T23:30:00Z,4300.193142228471,4300.193142228471,NA
ET5b,2023-02-02T23:45:00Z,4299.921459568486,4299.921459568486,NA
ET5b,2023-02-03T00:00:00Z,4299.106411588534,4299.106411588534,NA
ET5b,2023-02-03T00:15:00Z,4299.106411588534,4299.106411588534,NA
ET5b,2023-02-03T00:30:00Z,4299.106411588534,4299.106411588534,NA
ET5b,2023-02-03T00:45:00Z,4299.106411588534,4299.106411588534,NA
ET5b,2023-02-03T01:00:00Z,4299.106411588534,4299.106411588534,NA
ET5b,2023-02-03T01:15:00Z,4299.106411588534,4299.106411588534,NA
ET5b,2023-02-03T01:30:00Z,4299.106411588534,4299.106411588534,NA
ET5b,2023-02-03T01:45:00Z,4299.378094248518,4299.378094248518,NA
ET5b,2023-02-03T02:00:00Z,4299.378094248518,4299.378094248518,NA
ET5b,2023-02-03T02:15:00Z,4299.378094248518,4299.378094248518,NA
ET5b,2023-02-03T02:30:00Z,4299.649776908502,4299.649776908502,NA
ET5b,2023-02-03T02:45:00Z,4299.649776908502,4299.649776908502,NA
ET5b,2023-02-03T03:00:00Z,4299.378094248518,4299.378094248518,NA
ET5b,2023-02-03T03:15:00Z,4300.193142228471,4300.193142228471,NA
ET5b,2023-02-03T03:30:00Z,4300.464824888454,4300.464824888454,NA
ET5b,2023-02-03T03:45:00Z,4301.2798728684065,4301.2798728684065,NA
ET5b,2023-02-03T04:00:00Z,4301.551555528391,4301.551555528391,NA
ET5b,2023-02-03T04:15:00Z,4301.823238188375,4301.823238188375,NA
ET5b,2023-02-03T04:30:00Z,4302.366603508343,4302.366603508343,NA
ET5b,2023-02-03T04:45:00Z,4302.909968828311,4302.909968828311,NA
ET5b,2023-02-03T05:00:00Z,4302.909968828311,4302.909968828311,NA
ET5b,2023-02-03T05:15:00Z,4303.725016808264,4303.725016808264,NA
ET5b,2023-02-03T05:30:00Z,4303.996699468248,4303.996699468248,NA
ET5b,2023-02-03T05:45:00Z,4303.996699468248,4303.996699468248,NA
ET5b,2023-02-03T06:00:00Z,4304.268382128232,4304.268382128232,NA
ET5b,2023-02-03T06:15:00Z,4304.540064788216,4304.540064788216,NA
ET5b,2023-02-03T06:30:00Z,4304.811747448201,4304.811747448201,NA
ET5b,2023-02-03T06:45:00Z,4305.083430108184,4305.083430108184,NA
ET5b,2023-02-03T07:00:00Z,4304.811747448201,4304.811747448201,NA
ET5b,2023-02-03T07:15:00Z,4305.3551127681685,4305.3551127681685,NA
ET5b,2023-02-03T07:30:00Z,4305.083430108184,4305.083430108184,NA
ET5b,2023-02-03T07:45:00Z,4305.3551127681685,4305.3551127681685,NA
ET5b,2023-02-03T08:00:00Z,4305.3551127681685,4305.3551127681685,NA
ET5b,2023-02-03T08:15:00Z,4305.626795428153,4305.626795428153,NA
ET5b,2023-02-03T08:30:00Z,4305.8984780881365,4305.8984780881365,NA
ET5b,2023-02-03T08:45:00Z,4305.8984780881365,4305.8984780881365,NA
ET5b,2023-02-03T09:00:00Z,4305.8984780881365,4305.8984780881365,NA
ET5b,2023-02-03T09:15:00Z,4305.8984780881365,4305.8984780881365,NA
ET5b,2023-02-03T09:30:00Z,4305.8984780881365,4305.8984780881365,NA
ET5b,2023-02-03T09:45:00Z,4306.170160748121,4306.170160748121,NA
ET5b,2023-02-03T10:00:00Z,4305.8984780881365,4305.8984780881365,NA
ET5b,2023-02-03T10:15:00Z,4306.170160748121,4306.170160748121,NA
ET5b,2023-02-03T10:30:00Z,4306.441843408104,4306.441843408104,NA
ET5b,2023-02-03T10:45:00Z,4307.528574048041,4307.528574048041,NA
ET5b,2023-02-03T11:00:00Z,4308.071939368009,4308.071939368009,NA
ET5b,2023-02-03T11:15:00Z,4308.071939368009,4308.071939368009,NA
ET5b,2023-02-03T11:30:00Z,4308.071939368009,4308.071939368009,NA
ET5b,2023-02-03T11:45:00Z,4308.615304687978,4308.615304687978,NA
ET5b,2023-02-03T12:00:00Z,4308.886987347962,4308.886987347962,NA
ET5b,2023-02-03T12:15:00Z,4309.4303526679305,4309.4303526679305,NA
ET5b,2023-02-03T12:30:00Z,4309.9737179878985,4309.9737179878985,NA
ET5b,2023-02-03T12:45:00Z,4310.245400647882,4310.245400647882,NA
ET5b,2023-02-03T13:00:00Z,4310.245400647882,4310.245400647882,NA
ET5b,2023-02-03T13:15:00Z,4310.245400647882,4310.245400647882,NA
ET5b,2023-02-03T13:30:00Z,4310.245400647882,4310.245400647882,NA
ET5b,2023-02-03T13:45:00Z,4310.245400647882,4310.245400647882,NA
ET5b,2023-02-03T14:00:00Z,4311.332131287819,4311.332131287819,NA
ET5b,2023-02-03T14:15:00Z,4311.603813947803,4311.603813947803,NA
ET5b,2023-02-03T14:30:00Z,4311.875496607787,4311.875496607787,NA
ET5b,2023-02-03T14:45:00Z,4312.147179267771,4312.147179267771,NA
ET5b,2023-02-03T15:00:00Z,4312.418861927756,4312.418861927756,NA
ET5b,2023-02-03T15:15:00Z,4312.690544587739,4312.690544587739,NA
ET5b,2023-02-03T15:30:00Z,4312.962227247724,4312.962227247724,NA
ET5b,2023-02-03T15:45:00Z,4312.962227247724,4312.962227247724,NA
ET5b,2023-02-03T16:00:00Z,4313.233909907708,4313.233909907708,NA
ET5b,2023-02-03T16:15:00Z,4314.320640547644,4314.320640547644,NA
ET5b,2023-02-03T16:30:00Z,4314.320640547644,4314.320640547644,NA
ET5b,2023-02-03T16:45:00Z,4314.0489578876595,4314.0489578876595,NA
ET5b,2023-02-03T17:00:00Z,4314.0489578876595,4314.0489578876595,NA
ET5b,2023-02-03T17:15:00Z,4313.777275227676,4313.777275227676,NA
ET5b,2023-02-03T17:30:00Z,4314.320640547644,4314.320640547644,NA
ET5b,2023-02-03T17:45:00Z,4314.592323207628,4314.592323207628,NA
ET5b,2023-02-03T18:00:00Z,4314.320640547644,4314.320640547644,NA
ET5b,2023-02-03T18:15:00Z,4314.0489578876595,4314.0489578876595,NA
ET5b,2023-02-03T18:30:00Z,4314.0489578876595,4314.0489578876595,NA
ET5b,2023-02-03T18:45:00Z,4313.777275227676,4313.777275227676,NA
ET5b,2023-02-03T19:00:00Z,4313.777275227676,4313.777275227676,NA
ET5b,2023-02-03T19:15:00Z,4314.0489578876595,4314.0489578876595,NA
ET5b,2023-02-03T19:30:00Z,4313.233909907708,4313.233909907708,NA
ET5b,2023-02-03T19:45:00Z,4312.418861927756,4312.418861927756,NA
ET5b,2023-02-03T20:00:00Z,4312.147179267771,4312.147179267771,NA
ET5b,2023-02-03T20:15:00Z,4307.528574048041,4307.528574048041,NA
ET5b,2023-02-03T20:30:00Z,4304.811747448201,4304.811747448201,NA
ET5b,2023-02-03T20:45:00Z,4304.811747448201,4304.811747448201,NA
ET5b,2023-02-03T21:00:00Z,4305.083430108184,4305.083430108184,NA
ET5b,2023-02-03T21:15:00Z,4300.193142228471,4300.193142228471,NA
ET5b,2023-02-03T21:30:00Z,4300.464824888454,4300.464824888454,NA
