DendroID,date_time,Radius,newRadius,jumpStart
FB2a,2022-10-19T18:45:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T19:00:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T19:15:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T19:30:00Z,6727.134343866513,6727.134343866513,NA
FB2a,2022-10-19T19:45:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T20:00:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T20:15:00Z,6727.134343866513,6727.134343866513,NA
FB2a,2022-10-19T20:30:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T20:45:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T21:00:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T21:15:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T21:30:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T21:45:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T22:00:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T22:15:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T22:30:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T22:45:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T23:00:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T23:15:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T23:30:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-19T23:45:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-20T00:00:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-20T00:15:00Z,6726.862661206528,6726.862661206528,NA
FB2a,2022-10-20T00:30:00Z,6727.134343866513,6727.134343866513,NA
FB2a,2022-10-20T00:45:00Z,6727.134343866513,6727.134343866513,NA
FB2a,2022-10-20T01:00:00Z,6727.134343866513,6727.134343866513,NA
FB2a,2022-10-20T01:15:00Z,6727.406026526496,6727.406026526496,NA
FB2a,2022-10-20T01:30:00Z,6727.406026526496,6727.406026526496,NA
FB2a,2022-10-20T01:45:00Z,6727.406026526496,6727.406026526496,NA
FB2a,2022-10-20T02:00:00Z,6727.406026526496,6727.406026526496,NA
FB2a,2022-10-20T02:15:00Z,6727.406026526496,6727.406026526496,NA
FB2a,2022-10-20T02:30:00Z,6727.406026526496,6727.406026526496,NA
FB2a,2022-10-20T02:45:00Z,6727.406026526496,6727.406026526496,NA
FB2a,2022-10-20T03:00:00Z,6727.406026526496,6727.406026526496,NA
FB2a,2022-10-20T03:15:00Z,6727.406026526496,6727.406026526496,NA
FB2a,2022-10-20T03:30:00Z,6727.406026526496,6727.406026526496,NA
FB2a,2022-10-20T03:45:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T04:00:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T04:15:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T04:30:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T04:45:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T05:00:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T05:15:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T05:30:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T05:45:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T06:00:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T06:15:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T06:30:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T06:45:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T07:00:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T07:15:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T07:30:00Z,6727.677709186481,6727.677709186481,NA
FB2a,2022-10-20T07:45:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T08:00:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T08:15:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T08:30:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T08:45:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T09:00:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T09:15:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T09:30:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T09:45:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T10:00:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T10:15:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T10:30:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T10:45:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T11:00:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T11:15:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T11:30:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T11:45:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T12:00:00Z,6727.949391846464,6727.949391846464,NA
FB2a,2022-10-20T12:15:00Z,6727.949391846464,6727.949391846464,NA
