DendroID,date_time,Radius,newRadius,jumpStart
ET3,2022-11-02T19:45:00Z,1824.077379133305,1824.077379133305,NA
ET3,2022-11-02T20:00:00Z,1794.4639691950372,1824.077379133305,y
ET3,2022-11-02T20:15:00Z,1794.4639691950372,1824.077379133305,NA
ET3,2022-11-02T20:30:00Z,1794.4639691950372,1824.077379133305,NA
ET3,2022-11-02T20:45:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-02T21:00:00Z,1794.4639691950372,1824.077379133305,NA
ET3,2022-11-02T21:15:00Z,1794.4639691950372,1824.077379133305,NA
ET3,2022-11-02T21:30:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-02T21:45:00Z,1794.4639691950372,1824.077379133305,NA
ET3,2022-11-02T22:00:00Z,1794.4639691950372,1824.077379133305,NA
ET3,2022-11-02T22:15:00Z,1794.4639691950372,1824.077379133305,NA
ET3,2022-11-02T22:30:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-02T22:45:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-02T23:00:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-02T23:15:00Z,1794.4639691950372,1824.077379133305,NA
ET3,2022-11-02T23:30:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-02T23:45:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T00:00:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T00:15:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T00:30:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T00:45:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T01:00:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T01:15:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T01:30:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T01:45:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T02:00:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T02:15:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T02:30:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T02:45:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T03:00:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T03:15:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T03:30:00Z,1793.3772385551006,1822.9906484933683,NA
ET3,2022-11-03T03:45:00Z,1793.3772385551006,1822.9906484933683,NA
ET3,2022-11-03T04:00:00Z,1793.3772385551006,1822.9906484933683,NA
ET3,2022-11-03T04:15:00Z,1793.3772385551006,1822.9906484933683,NA
ET3,2022-11-03T04:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T04:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T05:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T05:15:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T05:30:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T05:45:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T06:00:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T06:15:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T06:30:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T06:45:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T07:00:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T07:15:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T07:30:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T07:45:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T08:00:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T08:15:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T08:30:00Z,1794.192286535053,1823.8056964733207,NA
ET3,2022-11-03T08:45:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T09:00:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T09:15:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T09:30:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T09:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T10:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T10:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T10:30:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T10:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T11:00:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T11:15:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T11:30:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T11:45:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T12:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T12:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T12:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T12:45:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T13:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T13:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T13:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T13:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T14:00:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T14:15:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T14:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T14:45:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T15:00:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T15:15:00Z,1793.9206038750688,1823.5340138133365,NA
ET3,2022-11-03T15:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T15:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T16:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T16:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T16:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T16:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T17:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T17:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T17:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T17:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T18:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T18:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T18:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T18:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T19:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T19:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T19:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T19:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T20:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T20:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T20:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T20:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T21:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T21:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T21:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T21:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T22:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T22:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T22:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T22:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T23:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T23:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T23:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-03T23:45:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-04T00:00:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-04T00:15:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-04T00:30:00Z,1793.6489212150848,1823.2623311533525,NA
ET3,2022-11-04T00:45:00Z,1793.6489212150848,1823.2623311533525,NA
