.id,date_time,Moisture,T1,T2,T3,Radius
FB3_2,2022-07-08T22:45:00Z,0,18.875,-200,-200,492.0172972312206
FB3_2,2022-07-08T23:00:00Z,0,18.5,-200,-200,492.28897989120475
FB3_2,2022-07-08T23:15:00Z,0,17.9375,-200,-200,492.28897989120475
FB3_2,2022-07-08T23:30:00Z,0,17.875,-200,-200,492.56066255118884
FB3_2,2022-07-08T23:45:00Z,0,17.875,-200,-200,492.83234521117294
FB3_2,2022-07-09T00:00:00Z,0,17.75,-200,-200,493.3757105311412
FB3_2,2022-07-09T00:15:00Z,0,17.75,-200,-200,493.3757105311412
FB3_2,2022-07-09T00:30:00Z,0,17.8125,-200,-200,493.6473931911253
FB3_2,2022-07-09T00:45:00Z,0,17.9375,-200,-200,493.6473931911253
FB3_2,2022-07-09T01:00:00Z,0,18,-200,-200,493.6473931911253
FB3_2,2022-07-09T01:15:00Z,0,18.125,-200,-200,493.91907585110937
FB3_2,2022-07-09T01:30:00Z,0,17.9375,-200,-200,493.6473931911253
FB3_2,2022-07-09T01:45:00Z,0,17.875,-200,-200,493.91907585110937
FB3_2,2022-07-09T02:00:00Z,0,17.9375,-200,-200,493.91907585110937
FB3_2,2022-07-09T02:15:00Z,0,18.1875,-200,-200,493.91907585110937
FB3_2,2022-07-09T02:30:00Z,0,18.125,-200,-200,493.91907585110937
FB3_2,2022-07-09T02:45:00Z,0,18.125,-200,-200,493.91907585110937
FB3_2,2022-07-09T03:00:00Z,0,18.125,-200,-200,493.91907585110937
FB3_2,2022-07-09T03:15:00Z,0,17.9375,-200,-200,494.19075851109346
FB3_2,2022-07-09T03:30:00Z,0,17.875,-200,-200,494.19075851109346
FB3_2,2022-07-09T03:45:00Z,0,17.75,-200,-200,494.4624411710776
FB3_2,2022-07-09T04:00:00Z,0,17.75,-200,-200,494.4624411710776
FB3_2,2022-07-09T04:15:00Z,0,17.75,-200,-200,494.4624411710776
FB3_2,2022-07-09T04:30:00Z,0,17.6875,-200,-200,494.4624411710776
FB3_2,2022-07-09T04:45:00Z,0,17.75,-200,-200,494.4624411710776
FB3_2,2022-07-09T05:00:00Z,0,17.875,-200,-200,494.4624411710776
FB3_2,2022-07-09T05:15:00Z,0,18,-200,-200,494.4624411710776
FB3_2,2022-07-09T05:30:00Z,0,18,-200,-200,494.4624411710776
FB3_2,2022-07-09T05:45:00Z,0,17.75,-200,-200,494.4624411710776
FB3_2,2022-07-09T06:00:00Z,0,17.75,-200,-200,494.7341238310617
FB3_2,2022-07-09T06:15:00Z,0,17.75,-200,-200,494.7341238310617
FB3_2,2022-07-09T06:30:00Z,0,17.8125,-200,-200,495.0058064910458
FB3_2,2022-07-09T06:45:00Z,0,17.75,-200,-200,495.0058064910458
FB3_2,2022-07-09T07:00:00Z,0,17.625,-200,-200,495.0058064910458
FB3_2,2022-07-09T07:15:00Z,0,17.75,-200,-200,495.0058064910458
FB3_2,2022-07-09T07:30:00Z,0,17.9375,-200,-200,495.2774891510299
FB3_2,2022-07-09T07:45:00Z,0,18,-200,-200,495.2774891510299
FB3_2,2022-07-09T08:00:00Z,0,18.125,-200,-200,495.0058064910458
FB3_2,2022-07-09T08:15:00Z,0,18.1875,-200,-200,495.2774891510299
FB3_2,2022-07-09T08:30:00Z,0,18.1875,-200,-200,495.2774891510299
FB3_2,2022-07-09T08:45:00Z,0,18.1875,-200,-200,495.2774891510299
