42373;2023.03.08 00:00;4;16,625;-200;-200;15391;205;0
42374;2023.03.08 00:15;4;165,625;-200;-200;15391;205;0
42375;2023.03.08 00:30;4;16,375;-200;-200;15391;205;0
42376;2023.03.08 00:45;4;15,875;-200;-200;15391;205;0
42377;2023.03.08 01:00;4;15,625;-200;-200;15392;205;0
42378;2023.03.08 01:15;4;15,375;-200;-200;15391;205;0
42379;2023.03.08 01:30;4;15,5;-200;-200;15392;205;0
42380;2023.03.08 01:45;4;156,875;-200;-200;15392;205;0
42381;2023.03.08 02:00;4;15,875;-200;-200;15392;205;0
42382;2023.03.08 02:15;4;16;-200;-200;15392;205;0
42383;2023.03.08 02:30;4;16,25;-200;-200;15392;205;0
42384;2023.03.08 02:45;4;16,375;-200;-200;15392;205;0
42385;2023.03.08 03:00;4;16,5;-200;-200;15392;205;0
42386;2023.03.08 03:15;4;165,625;-200;-200;15392;205;0
42387;2023.03.08 03:30;4;16,75;-200;-200;15392;205;0
42388;2023.03.08 03:45;4;16,75;-200;-200;15391;205;0
42389;2023.03.08 04:00;4;16,5;-200;-200;15392;205;0
42390;2023.03.08 04:15;4;16,375;-200;-200;15391;205;0
42391;2023.03.08 04:30;4;163,125;-200;-200;15391;205;0
42392;2023.03.08 04:45;4;16,25;-200;-200;15390;205;0
42393;2023.03.08 05:00;4;16,25;-200;-200;15390;205;0
42394;2023.03.08 05:15;4;161,875;-200;-200;15370;205;0
42395;2023.03.08 05:30;4;16,25;-200;-200;15369;205;0
42396;2023.03.08 05:45;4;163,125;-200;-200;15369;205;0
42397;2023.03.08 06:00;4;16,25;-200;-200;15368;205;0
42398;2023.03.08 06:15;4;16,25;-200;-200;15367;205;0
42399;2023.03.08 06:30;4;16,375;-200;-200;15364;205;0
42400;2023.03.08 06:45;4;161,875;-200;-200;15360;205;0
42401;2023.03.08 07:00;4;16,375;-200;-200;15352;205;0
42402;2023.03.08 07:15;4;163,125;-200;-200;15347;205;0
42403;2023.03.08 07:30;4;16,25;-200;-200;15336;205;0
42404;2023.03.08 07:45;4;16,25;-200;-200;15325;205;0
42405;2023.03.08 08:00;4;16,25;-200;-200;15319;205;0
42406;2023.03.08 08:15;4;161,875;-200;-200;15316;205;0
42407;2023.03.08 08:30;4;16,125;-200;-200;15309;205;0
42408;2023.03.08 08:45;4;160,625;-200;-200;15308;205;0
42409;2023.03.08 09:00;4;16,125;-200;-200;15303;205;0
42410;2023.03.08 09:15;4;16,375;-200;-200;15300;205;0
42411;2023.03.08 09:30;4;16,375;-200;-200;15298;205;0
