43909;2023.03.24 00:00;4;15,875;-200;-200;15748;205;0
43910;2023.03.24 00:15;4;15,625;-200;-200;15747;205;0
43911;2023.03.24 00:30;4;15,5;-200;-200;15746;205;0
43912;2023.03.24 00:45;4;15,5;-200;-200;15744;205;0
43913;2023.03.24 01:00;4;15,25;-200;-200;15743;205;0
43914;2023.03.24 01:15;4;15,0625;-200;-200;15743;205;0
43915;2023.03.24 01:30;4;15;-200;-200;15742;205;0
43916;2023.03.24 01:45;4;15;-200;-200;15742;205;0
43917;2023.03.24 02:00;4;14,875;-200;-200;15741;205;0
43918;2023.03.24 02:15;4;14,75;-200;-200;15742;205;0
43919;2023.03.24 02:30;4;14,6875;-200;-200;15741;205;0
43920;2023.03.24 02:45;4;14,6875;-200;-200;15741;205;0
43921;2023.03.24 03:00;4;14,625;-200;-200;15740;205;0
43922;2023.03.24 03:15;4;14,625;-200;-200;15740;205;0
43923;2023.03.24 03:30;4;14,625;-200;-200;15740;205;0
43924;2023.03.24 03:45;4;14,5;-200;-200;15740;205;0
43925;2023.03.24 04:00;4;14,375;-200;-200;15740;205;0
43926;2023.03.24 04:15;4;14,25;-200;-200;15740;205;0
43927;2023.03.24 04:30;4;14,1875;-200;-200;15740;205;0
43928;2023.03.24 04:45;4;14,125;-200;-200;15740;205;0
43929;2023.03.24 05:00;4;14;-200;-200;15740;205;0
43930;2023.03.24 05:15;4;14;-200;-200;15740;205;0
43931;2023.03.24 05:30;4;14;-200;-200;15740;205;0
43932;2023.03.24 05:45;4;14;-200;-200;15740;205;0
43933;2023.03.24 06:00;4;14,125;-200;-200;15740;205;0
43934;2023.03.24 06:15;4;14,25;-200;-200;15740;205;0
43935;2023.03.24 06:30;4;14,25;-200;-200;15740;205;0
43936;2023.03.24 06:45;4;14,375;-200;-200;15740;205;0
43937;2023.03.24 07:00;4;14,5625;-200;-200;15739;205;0
43938;2023.03.24 07:15;4;14,625;-200;-200;15739;205;0
43939;2023.03.24 07:30;4;14,625;-200;-200;15739;205;0
43940;2023.03.24 07:45;4;14,5;-200;-200;15739;205;0
43941;2023.03.24 08:00;4;14,375;-200;-200;15739;205;0
43942;2023.03.24 08:15;4;14,5;-200;-200;15739;205;0
43943;2023.03.24 08:30;4;14,5;-200;-200;15739;205;0
43944;2023.03.24 08:45;4;14,625;-200;-200;15739;205;0
43945;2023.03.24 09:00;4;14,625;-200;-200;15739;205;0
43946;2023.03.24 09:15;4;14,625;-200;-200;15739;205;0
43947;2023.03.24 09:30;4;14,625;-200;-200;15739;205;0
43948;2023.03.24 09:45;4;14,5625;-200;-200;15739;205;0
43949;2023.03.24 10:00;4;14,625;-200;-200;15739;205;0
43950;2023.03.24 10:15;4;14,625;-200;-200;15739;205;0
43951;2023.03.24 10:30;4;14,625;-200;-200;15739;205;0
43952;2023.03.24 10:45;4;14,625;-200;-200;15739;205;0
43953;2023.03.24 11:00;4;14,5625;-200;-200;15739;205;0
43954;2023.03.24 11:15;4;14,5625;-200;-200;15739;205;0
43955;2023.03.24 11:30;4;14,625;-200;-200;15739;205;0
43956;2023.03.24 11:45;4;14,625;-200;-200;15739;205;0
43957;2023.03.24 12:00;4;14,75;-200;-200;15739;205;0
43958;2023.03.24 12:15;4;15;-200;-200;15739;205;0
43959;2023.03.24 12:30;4;15,375;-200;-200;15739;205;0
43960;2023.03.24 12:45;4;15,625;-200;-200;15739;205;0
43961;2023.03.24 13:00;4;16;-200;-200;15740;205;0
43962;2023.03.24 13:15;4;17,0625;-200;-200;15740;205;0
43963;2023.03.24 13:30;4;17,75;-200;-200;15743;205;0
43964;2023.03.24 13:45;4;16,9375;-200;-200;15742;205;0
43965;2023.03.24 14:00;4;17,0625;-200;-200;15742;205;0
43966;2023.03.24 14:15;4;17,25;-200;-200;15742;205;0
43967;2023.03.24 14:30;4;17,875;-200;-200;15742;205;0
43968;2023.03.24 14:45;4;18,875;-200;-200;15742;205;0
43969;2023.03.24 15:00;4;18,5;-200;-200;15742;205;0
43970;2023.03.24 15:15;4;19;-200;-200;15740;205;0
43971;2023.03.24 15:30;4;18,6875;-200;-200;15739;205;0
43972;2023.03.24 15:45;4;19;-200;-200;15733;205;0
43973;2023.03.24 16:00;4;19,125;-200;-200;15634;205;0
43974;2023.03.24 16:15;4;19;-200;-200;15632;205;0
43975;2023.03.24 16:30;4;19;-200;-200;15631;205;0
43976;2023.03.24 16:45;4;19;-200;-200;15618;205;0
43977;2023.03.24 17:00;4;19,4375;-200;-200;15610;205;0
43978;2023.03.24 17:15;4;19,625;-200;-200;15608;205;0
43979;2023.03.24 17:30;4;19,875;-200;-200;15596;205;0
43980;2023.03.24 17:45;4;19,6875;-200;-200;15574;205;0
43981;2023.03.24 18:00;4;19,9375;-200;-200;15570;205;0
43982;2023.03.24 18:15;4;20,125;-200;-200;15567;205;0
43983;2023.03.24 18:30;4;20,125;-200;-200;15566;205;0
43984;2023.03.24 18:45;4;19,6875;-200;-200;15566;205;0
43985;2023.03.24 19:00;4;19,5;-200;-200;15565;205;0
43986;2023.03.24 19:15;4;19,375;-200;-200;15565;205;0
43987;2023.03.24 19:30;4;19,1875;-200;-200;15565;205;0
43988;2023.03.24 19:45;4;19,125;-200;-200;15565;205;0
43989;2023.03.24 20:00;4;18,9375;-200;-200;15565;205;0
43990;2023.03.24 20:15;4;19;-200;-200;15565;205;0
43991;2023.03.24 20:30;4;19,0625;-200;-200;15565;205;0
43992;2023.03.24 20:45;4;19,125;-200;-200;15565;205;0
43993;2023.03.24 21:00;4;19,3125;-200;-200;15565;205;0
43994;2023.03.24 21:15;4;19,25;-200;-200;15565;205;0
43995;2023.03.24 21:30;4;18,875;-200;-200;15565;205;0
43996;2023.03.24 21:45;4;18,625;-200;-200;15565;205;0
43997;2023.03.24 22:00;4;18,4375;-200;-200;15565;205;0
43998;2023.03.24 22:15;4;18,25;-200;-200;15565;205;0
43999;2023.03.24 22:30;4;18,125;-200;-200;15565;205;0
44000;2023.03.24 22:45;4;17,8125;-200;-200;15565;205;0
44001;2023.03.24 23:00;4;17,625;-200;-200;15565;205;0
44002;2023.03.24 23:15;4;17,4375;-200;-200;15564;205;0
44003;2023.03.24 23:30;4;17,125;-200;-200;15564;205;0
44004;2023.03.24 23:45;4;17,0625;-200;-200;15564;205;0
44005;2023.03.25 00:00;4;17;-200;-200;15564;205;0
44006;2023.03.25 00:15;4;17,0625;-200;-200;15564;205;0
44007;2023.03.25 00:30;4;17;-200;-200;15564;205;0
44008;2023.03.25 00:45;4;16,875;-200;-200;15563;205;0
44009;2023.03.25 01:00;4;16,875;-200;-200;15564;205;0
44010;2023.03.25 01:15;4;16,875;-200;-200;15563;205;0
44011;2023.03.25 01:30;4;16,6875;-200;-200;15563;205;0
44012;2023.03.25 01:45;4;16,625;-200;-200;15563;205;0
44013;2023.03.25 02:00;4;16,5625;-200;-200;15563;205;0
